direccion,localidad,provincia,precio,fecha_vigencia
RUTA NAC. N° 60 - KM. 1052,SAN MARTIN,CATAMARCA,618.0,2023-12-13 21:00:00
RÍO LUJAN Y CANAL BENAVIDEZ,TIGRE,BUENOS AIRES,622.0,2023-12-13 21:00:00
RIVADAVIA Y 25 DE MAYO,SAENZ PEÑA,CHACO,639.0,2023-12-13 21:00:00
RIVADAVIA Y 25 DE MAYO,SAENZ PEÑA,CHACO,639.0,2023-12-13 21:00:00
RÍO LUJAN Y CANAL BENAVIDEZ,TIGRE,BUENOS AIRES,622.0,2023-12-13 21:00:00
F. DE LA PLAZA 1733,MIRAMAR,BUENOS AIRES,659.0,2023-12-13 21:00:00
FRANCISCO BEIRO 3561,CAPITAL FEDERAL,CAPITAL FEDERAL,553.0,2023-12-13 21:00:00
FRANCISCO BEIRO 3561,CAPITAL FEDERAL,CAPITAL FEDERAL,553.0,2023-12-13 21:00:00
godoy cruz 3151,CAPITAL FEDERAL,CAPITAL FEDERAL,567.0,2023-12-13 21:00:00
godoy cruz 3151,CAPITAL FEDERAL,CAPITAL FEDERAL,567.0,2023-12-13 21:00:00
F. DE LA PLAZA 1733,MIRAMAR,BUENOS AIRES,659.0,2023-12-13 21:00:00
AV. SARMIENTO Y J.V. GONZALEZ,GDOR. GORDILLO,LA RIOJA,618.0,2023-12-13 21:00:00
MORENO 899,LA PAZ,ENTRE RIOS,639.0,2023-12-13 21:00:00
DIAGONAL 79 E/CALLES 4 Y 5,LA PLATA,BUENOS AIRES,623.0,2023-12-13 21:00:00
CÓRDOBA Y COLÓN,POSADAS,MISIONES,659.0,2023-12-13 21:00:00
RUTA NAC. N° 34 Y REPUBLICA,TARTAGAL,SALTA,618.0,2023-12-13 21:00:00
CORRIENTES Y PELLEGRINI,CONCORDIA,ENTRE RIOS,639.0,2023-12-13 21:00:00
CORRIENTES Y PELLEGRINI,CONCORDIA,ENTRE RIOS,639.0,2023-12-13 21:00:00
RUTA NAC. N° 8 - KM. N° 455,CANALS,CORDOBA,639.0,2023-12-13 21:00:00
RUTA NAC. N° 8 - KM. N° 455,CANALS,CORDOBA,639.0,2023-12-13 21:00:00
RIVADAVIA Y SUIPACHA,SANTA FE,SANTA FE,639.0,2023-12-13 21:00:00
RIVADAVIA Y SUIPACHA,SANTA FE,SANTA FE,639.0,2023-12-13 21:00:00
CRISOSTOMO ALVAREZ Y JUJUY,SAN MIGUEL DE TUCUMAN,TUCUMAN,618.0,2023-12-13 21:00:00
MORENO 899,LA PAZ,ENTRE RIOS,639.0,2023-12-13 21:00:00
RUTA NAC. N° 34 Y REPUBLICA,TARTAGAL,SALTA,618.0,2023-12-13 21:00:00
CRISOSTOMO ALVAREZ Y JUJUY,SAN MIGUEL DE TUCUMAN,TUCUMAN,618.0,2023-12-13 21:00:00
"INTERSECCIÓN RUTAS 3, 33 Y 35",VILLA BORDEU,BUENOS AIRES,649.0,2023-12-13 21:00:00
DALMACIO VELEZ Y COPIAPO,LA RIOJA,LA RIOJA,618.0,2023-12-13 21:00:00
DALMACIO VELEZ Y COPIAPO,LA RIOJA,LA RIOJA,618.0,2023-12-13 21:00:00
RUTA NAC. N° 40 - KM. 624,FAMATINA,LA RIOJA,618.0,2023-12-13 21:00:00
RP 20 CHACRA 23,COLONIA SARMIENTO,CHUBUT,498.0,2023-12-13 21:00:00
INDEPENDENCIA 3655,MAR DEL PLATA,BUENOS AIRES,649.0,2023-12-13 21:00:00
RIVADAVIA Y MITRE,SALTA,SALTA,618.0,2023-12-13 21:00:00
RIVADAVIA Y MITRE,SALTA,SALTA,618.0,2023-12-13 21:00:00
"INTERSECCIÓN RUTAS 3, 33 Y 35",VILLA BORDEU,BUENOS AIRES,649.0,2023-12-13 21:00:00
RN 258,MASCARDI,RIO NEGRO,509.0,2023-12-13 21:00:00
GDOR. GUTNISKY 3025,FORMOSA,FORMOSA,649.0,2023-12-13 21:00:00
AV. SARMIENTO Y J.V. GONZALEZ,GDOR. GORDILLO,LA RIOJA,618.0,2023-12-13 21:00:00
LAVALLE 301,BOLIVAR,BUENOS AIRES,649.0,2023-12-13 21:00:00
RUTA NAC. N° 16 Y ACCESO A CIUDAD,TACO POZO,CHACO,639.0,2023-12-13 21:00:00
"RN 3 KM 962,2",VIEDMA,RIO NEGRO,509.0,2023-12-13 21:00:00
"RN 3 KM 962,2",VIEDMA,RIO NEGRO,509.0,2023-12-13 21:00:00
MALVINAS ARGENTINAS Y ONACHAGA,USHUAIA,TIERRA DEL FUEGO,465.0,2023-12-13 21:00:00
AV.RIVADAVIA 7530,CAPITAL FEDERAL,CAPITAL FEDERAL,553.0,2023-12-13 21:00:00
AV.RIVADAVIA 7530,CAPITAL FEDERAL,CAPITAL FEDERAL,553.0,2023-12-13 21:00:00
AV. GENERAL ROCA S/N,PUERTO PIRAMIDE,CHUBUT,509.0,2023-12-13 21:00:00
AV. GENERAL ROCA S/N,PUERTO PIRAMIDE,CHUBUT,509.0,2023-12-13 21:00:00
AV. SABATTINI 459 ENTRE AV. POETA LEOPOLDO LUGONES Y BAJADA PUCARA 0,CORDOBA,CORDOBA,639.0,2023-12-13 21:00:00
AV. SABATTINI 459 ENTRE AV. POETA LEOPOLDO LUGONES Y BAJADA PUCARA 0,CORDOBA,CORDOBA,639.0,2023-12-13 21:00:00
RODRIGUEZ Y BELGRANO,TANDIL,BUENOS AIRES,649.0,2023-12-13 21:00:00
RODRIGUEZ Y BELGRANO,TANDIL,BUENOS AIRES,649.0,2023-12-13 21:00:00
AV. FONTANA Y SAN MARTIN,TRELEW,CHUBUT,509.0,2023-12-13 21:00:00
RUTA NAC. N° 16 Y ACCESO A CIUDAD,TACO POZO,CHACO,639.0,2023-12-13 21:00:00
RUT NAC. 9 KM 419,TORTUGAS,SANTA FE,639.0,2023-12-13 21:00:00
AV.MONTES DE OCA Y M.GARCIA,CAPITAL FEDERAL,CAPITAL FEDERAL,553.0,2023-12-13 21:00:00
AV. H YRIGOYEN 4901,LANUS,BUENOS AIRES,614.0,2023-12-13 21:00:00
AV.MONTES DE OCA Y M.GARCIA,CAPITAL FEDERAL,CAPITAL FEDERAL,553.0,2023-12-13 21:00:00
AV. LIBERTADOR 2362,OLIVOS,BUENOS AIRES,607.0,2023-12-13 21:00:00
AV. MASSEY Y RAWSON,LINCOLN,BUENOS AIRES,649.0,2023-12-13 21:00:00
AV. MASSEY Y RAWSON,LINCOLN,BUENOS AIRES,649.0,2023-12-13 21:00:00
"RN 5 KM 605,5",SANTA ROSA,LA PAMPA,518.0,2023-12-13 21:00:00
"RN 5 KM 605,5",SANTA ROSA,LA PAMPA,518.0,2023-12-13 21:00:00
RN 3 Y COMP 1,SAN SEBASTIAN,TIERRA DEL FUEGO,465.0,2023-12-13 21:00:00
RN 3 Y COMP 1,SAN SEBASTIAN,TIERRA DEL FUEGO,465.0,2023-12-13 21:00:00
AV. FONTANA Y SAN MARTIN,TRELEW,CHUBUT,509.0,2023-12-13 21:00:00
AV. MITRE Y 9 DE JULIO,AVELLANEDA,BUENOS AIRES,611.0,2023-12-13 21:00:00
SANTA FE N° 99,SAN FRANCISCO,CORDOBA,639.0,2023-12-13 21:00:00
SANTA FE N° 99,SAN FRANCISCO,CORDOBA,639.0,2023-12-13 21:00:00
RN 258,MASCARDI,RIO NEGRO,509.0,2023-12-13 21:00:00
AV. KOESSLER 2175,SAN MARTIN DE LOS ANDES,NEUQUEN,509.0,2023-12-13 21:00:00
AV. KOESSLER 2175,SAN MARTIN DE LOS ANDES,NEUQUEN,509.0,2023-12-13 21:00:00
RUT NAC. 9 KM 419,TORTUGAS,SANTA FE,639.0,2023-12-13 21:00:00
AV. H YRIGOYEN 4901,LANUS,BUENOS AIRES,614.0,2023-12-13 21:00:00
AV. MITRE Y 9 DE JULIO,AVELLANEDA,BUENOS AIRES,611.0,2023-12-13 21:00:00
AV. SAN MARTIN 1905,EL DORADO,MISIONES,659.0,2023-12-13 21:00:00
AV. LIBERTADOR 2362,OLIVOS,BUENOS AIRES,607.0,2023-12-13 21:00:00
RUTA PROV. N° 157 - KM. 1072,SAN ANTONIO DE LA PAZ,CATAMARCA,618.0,2023-12-13 21:00:00
AV. SAN MARTÍN Y PTE. INTERNACIONAL,PASO DE LOS LIBRES,CORRIENTES,639.0,2023-12-13 21:00:00
AV.DEL LIBERTADOR 1850,CAPITAL FEDERAL,CAPITAL FEDERAL,567.0,2023-12-13 21:00:00
AV. SAN MARTÍN Y PTE. INTERNACIONAL,PASO DE LOS LIBRES,CORRIENTES,639.0,2023-12-13 21:00:00
AV. SAN MARTIN 1905,EL DORADO,MISIONES,659.0,2023-12-13 21:00:00
LAMADRID Y 25 DE MAYO,CHOS MALAL,NEUQUEN,509.0,2023-12-13 21:00:00
LAMADRID Y 25 DE MAYO,CHOS MALAL,NEUQUEN,509.0,2023-12-13 21:00:00
RN 25 KM 321,LOS ALTARES,CHUBUT,509.0,2023-12-13 21:00:00
RN 25 KM 321,LOS ALTARES,CHUBUT,509.0,2023-12-13 21:00:00
AV. SANTA FE 705,RAFAELA,SANTA FE,639.0,2023-12-13 21:00:00
AV. SANTA FE 705,RAFAELA,SANTA FE,639.0,2023-12-13 21:00:00
AV.DEL LIBERTADOR 1850,CAPITAL FEDERAL,CAPITAL FEDERAL,567.0,2023-12-13 21:00:00
AV. SARMIENTO 1350,OBERA,MISIONES,659.0,2023-12-13 21:00:00
AV. SARMIENTO 1350,OBERA,MISIONES,659.0,2023-12-13 21:00:00
RUTA PROV. N° 157 - KM. 1072,SAN ANTONIO DE LA PAZ,CATAMARCA,618.0,2023-12-13 21:00:00
LAVALLE 301,BOLIVAR,BUENOS AIRES,649.0,2023-12-13 21:00:00
"RN 3 KM 1258,5",SIERRA GRANDE,RIO NEGRO,509.0,2023-12-13 21:00:00
SARMIENTO Y ALVEAR,VILLA MARIA,CORDOBA,639.0,2023-12-13 21:00:00
AV.  SAN MARTIN Y ORKEKE,RIO GALLEGOS,SANTA CRUZ,479.0,2023-12-13 21:00:00
"RN 3 KM 1258,5",SIERRA GRANDE,RIO NEGRO,509.0,2023-12-13 21:00:00
RUTA NAC. N° 40 - KM. 833,HUALFIN,CATAMARCA,618.0,2023-12-13 21:00:00
AV.  SAN MARTIN Y ORKEKE,RIO GALLEGOS,SANTA CRUZ,479.0,2023-12-13 21:00:00
Mariano Moreno 949,PUERTO DESEADO,SANTA CRUZ,485.0,2023-12-13 21:34:00
Mariano Moreno 949,PUERTO DESEADO,SANTA CRUZ,485.0,2023-12-13 21:34:00
CRUC.GRAL.BELGRANO 617-EX RUTA 42-KM.37,MONTE RICO,JUJUY,618.0,2023-12-13 21:35:00
CRUC.GRAL.BELGRANO 617-EX RUTA 42-KM.37,MONTE RICO,JUJUY,618.0,2023-12-13 21:35:00
RUTA  NACIONAL 12 KM 500,EL PINGO,ENTRE RIOS,639.0,2023-12-13 21:45:00
RUTA  NACIONAL 12 KM 500,EL PINGO,ENTRE RIOS,639.0,2023-12-13 21:45:00
RUTA 3 KM 1845,COMODORO RIVADAVIA,CHUBUT,498.0,2023-12-13 22:00:00
DIAG. SAN MARTIN 1285,9 DE JULIO,SAN JUAN,625.0,2023-12-13 22:00:00
RUTA NAC.Nª16 KM 6,BARRANQUERAS,CHACO,639.0,2023-12-13 22:00:00
Av. del Libertador Ruta Nº 3,COMODORO RIVADAVIA,CHUBUT,498.0,2023-12-13 22:00:00
AV. LEANDRO M ALEM 1046,CIPOLLETTI,RIO NEGRO,509.0,2023-12-13 22:00:00
"RUTA 2 KM 202,300",DOLORES,BUENOS AIRES,659.0,2023-12-13 22:00:00
RUTA 8KM 78,PARADA ROBLES,BUENOS AIRES,613.0,2023-12-13 22:00:00
AV. LEANDRO M ALEM 1046,CIPOLLETTI,RIO NEGRO,509.0,2023-12-13 22:00:00
ruta nac 79 acceso sur a olta,OLTA,LA RIOJA,618.0,2023-12-13 22:00:00
AV ROCA 2251,MORENO,BUENOS AIRES,613.0,2023-12-13 22:00:00
DIAG. SAN MARTIN 1285,9 DE JULIO,SAN JUAN,625.0,2023-12-13 22:00:00
RUTA 34 KM 213.8,SUSANA,SANTA FE,639.0,2023-12-13 22:00:00
RUTA 3 KM 1845,COMODORO RIVADAVIA,CHUBUT,498.0,2023-12-13 22:00:00
AV ROCA 2251,MORENO,BUENOS AIRES,613.0,2023-12-13 22:00:00
RUTA NAC. 3  KM. 2235,PUERTO SAN JULIAN,SANTA CRUZ,485.0,2023-12-13 22:00:00
Ruta Prov. 17 km 149 int. Ruta Prov. 10,LA PUERTA,CORDOBA,639.0,2023-12-13 22:00:00
TTE. ESTEBAN ALESSO 585,SANTA ROSA DE RIO PRIMERO,CORDOBA,639.0,2023-12-13 22:00:00
TTE. ESTEBAN ALESSO 585,SANTA ROSA DE RIO PRIMERO,CORDOBA,639.0,2023-12-13 22:00:00
OLASCOAGA Y MENDOZA,CUTRAL CO,NEUQUEN,509.0,2023-12-13 22:00:00
av.alem 1615,CORDOBA,CORDOBA,639.0,2023-12-13 22:00:00
AVDA. PTE. PERÓN Y CABRAL,TRES ISLETAS,CHACO,639.0,2023-12-13 22:00:00
AV ESPAÑA S/N,LA QUIACA,JUJUY,618.0,2023-12-13 22:00:00
Av. del Libertador Ruta Nº 3,COMODORO RIVADAVIA,CHUBUT,498.0,2023-12-13 22:00:00
OLASCOAGA Y MENDOZA,CUTRAL CO,NEUQUEN,509.0,2023-12-13 22:00:00
ruta nac 79 acceso sur a olta,OLTA,LA RIOJA,618.0,2023-12-13 22:00:00
AVDA. PTE. PERÓN Y CABRAL,TRES ISLETAS,CHACO,639.0,2023-12-13 22:00:00
Avda Libertad 436,URDINARRAIN,ENTRE RIOS,639.0,2023-12-13 22:00:00
HOMERO 3596,LOMAS DE ZAMORA,BUENOS AIRES,614.0,2023-12-13 22:00:00
Avda Libertad 436,URDINARRAIN,ENTRE RIOS,639.0,2023-12-13 22:00:00
BV. BELGRANO Y NIETO,BALNEARIA,CORDOBA,639.0,2023-12-13 22:00:00
BV. BELGRANO Y NIETO,BALNEARIA,CORDOBA,639.0,2023-12-13 22:00:00
"RUTA 2 KM 202,300",DOLORES,BUENOS AIRES,659.0,2023-12-13 22:00:00
AVDA ALBERDI 1224,SAN JORGE,SANTA FE,639.0,2023-12-13 22:00:00
Ruta Prov. 17 km 149 int. Ruta Prov. 10,LA PUERTA,CORDOBA,639.0,2023-12-13 22:00:00
Ruta Prov. 17 km 149 int. Ruta Prov. 10,LA PUERTA,CORDOBA,639.0,2023-12-13 22:00:00
HOMERO 3596,LOMAS DE ZAMORA,BUENOS AIRES,614.0,2023-12-13 22:00:00
AVDA ALBERDI 1224,SAN JORGE,SANTA FE,639.0,2023-12-13 22:00:00
RUTA PROVINCIAL Nº 93 KM 21,LOS QUIRQUINCHOS,SANTA FE,639.0,2023-12-13 22:00:00
senguel 6988,GONZALEZ CATAN,BUENOS AIRES,616.0,2023-12-13 22:00:00
AV. LA PLATA 969,OSTENDE,BUENOS AIRES,670.0,2023-12-13 22:00:00
Ruta Prov. 17 km 149 int. Ruta Prov. 10,LA PUERTA,CORDOBA,639.0,2023-12-13 22:00:00
AV ESPAÑA S/N,LA QUIACA,JUJUY,618.0,2023-12-13 22:00:00
AV.AGUIRRE 1815 ESQ. JAPON,SGO. DEL ESTERO,SANTIAGO DEL ESTERO,618.0,2023-12-13 22:00:00
RUTA NACIONAL N° 3 -KM 1916,CALETA OLIVIA,SANTA CRUZ,485.0,2023-12-13 22:00:00
J. M. PAZ 2975,ITUZAINGO,BUENOS AIRES,615.0,2023-12-13 22:00:00
AVENIDA DORREGO 443,CAPITAL FEDERAL,CAPITAL FEDERAL,553.0,2023-12-13 22:00:00
AVENIDA DORREGO 443,CAPITAL FEDERAL,CAPITAL FEDERAL,553.0,2023-12-13 22:00:00
AV. MITRE Y 49 A 0,PLATANOS,BUENOS AIRES,613.0,2023-12-13 22:00:00
RUTA 22 KM 1463,CUTRAL CO,NEUQUEN,509.0,2023-12-13 22:00:00
RUTA 22 KM 1463,CUTRAL CO,NEUQUEN,509.0,2023-12-13 22:00:00
AV. MITRE Y 49 A 0,PLATANOS,BUENOS AIRES,613.0,2023-12-13 22:00:00
BV. PERÓN Nº 951 - ESQ. CASTRO BARROS,LA RIOJA,LA RIOJA,618.0,2023-12-13 22:00:00
BV. PERÓN Nº 951 - ESQ. CASTRO BARROS,LA RIOJA,LA RIOJA,618.0,2023-12-13 22:00:00
AV. CARLOS YDE 1423 Y GRAL PAZ,VICUÑA MACKENNA,CORDOBA,639.0,2023-12-13 22:00:00
AVDA.J.B.JUSTO 2035,MAR DEL PLATA,BUENOS AIRES,649.0,2023-12-13 22:00:00
Av San Martin 5316,CAPITAL FEDERAL,CAPITAL FEDERAL,553.0,2023-12-13 22:00:00
AVDA.J.B.JUSTO 2035,MAR DEL PLATA,BUENOS AIRES,649.0,2023-12-13 22:00:00
J. M. PAZ 2975,ITUZAINGO,BUENOS AIRES,615.0,2023-12-13 22:00:00
Av San Martin 5316,CAPITAL FEDERAL,CAPITAL FEDERAL,553.0,2023-12-13 22:00:00
AV.ANTARTIDA ARGENTINA 536,GDOR. GREGORES,SANTA CRUZ,485.0,2023-12-13 22:00:00
AV.ANTARTIDA ARGENTINA 536,GDOR. GREGORES,SANTA CRUZ,485.0,2023-12-13 22:00:00
AV DEL TRABAJO 2290 ESQ. AV DE LOS CONSTITUYENTES,PLOTTIER,NEUQUEN,509.0,2023-12-13 22:00:00
3 DE FEBRERO 1515,ESPERANZA,SANTA FE,639.0,2023-12-13 22:00:00
AV. HIPOLITO YRIGOYEN  13100,ADROGUE,BUENOS AIRES,616.0,2023-12-13 22:00:00
AV. HIPOLITO YRIGOYEN  13100,ADROGUE,BUENOS AIRES,616.0,2023-12-13 22:00:00
3 DE FEBRERO 1515,ESPERANZA,SANTA FE,639.0,2023-12-13 22:00:00
AV.ELCANO 4000,CAPITAL FEDERAL,CAPITAL FEDERAL,553.0,2023-12-13 22:00:00
AV.ELCANO 4000,CAPITAL FEDERAL,CAPITAL FEDERAL,553.0,2023-12-13 22:00:00
2 DE MARZO 1137,REALICO,LA PAMPA,518.0,2023-12-13 22:00:00
2 DE MARZO 1137,REALICO,LA PAMPA,518.0,2023-12-13 22:00:00
SAN MARTIN 131,PLAZA HUINCUL,NEUQUEN,509.0,2023-12-13 22:00:00
SAN MARTIN 131,PLAZA HUINCUL,NEUQUEN,509.0,2023-12-13 22:00:00
AV. CARLOS YDE 1423 Y GRAL PAZ,VICUÑA MACKENNA,CORDOBA,639.0,2023-12-13 22:00:00
San Martin 590,CALETA OLIVIA,SANTA CRUZ,485.0,2023-12-13 22:00:00
"AUT. RUTA 20, RUTA 2 Y ACCESO",LA TOMA,SAN LUIS,625.0,2023-12-13 22:00:00
"AUT. RUTA 20, RUTA 2 Y ACCESO",LA TOMA,SAN LUIS,625.0,2023-12-13 22:00:00
RUTA NACIONAL N° 3 -KM 1916,CALETA OLIVIA,SANTA CRUZ,485.0,2023-12-13 22:00:00
av. eva peron 3750,MERLO,BUENOS AIRES,619.0,2023-12-13 22:00:00
"RUTA NACIONAL Nº 12 KM.1639,26",PUERTO IGUAZU,MISIONES,659.0,2023-12-13 22:00:00
AVDA INDEPENDENCIA 1380,MAR DEL PLATA,BUENOS AIRES,649.0,2023-12-13 22:00:00
"RUTA NACIONAL Nº 12 KM.1639,26",PUERTO IGUAZU,MISIONES,659.0,2023-12-13 22:00:00
AVDA INDEPENDENCIA 1380,MAR DEL PLATA,BUENOS AIRES,649.0,2023-12-13 22:00:00
RUTA PCIAL. N° 43 -ACCESO NORTE,LAS HERAS,SANTA CRUZ,496.0,2023-12-13 22:00:00
RUTA 8KM 78,PARADA ROBLES,BUENOS AIRES,613.0,2023-12-13 22:00:00
AV. DR. LAMELAS 243,LASPIUR,CORDOBA,639.0,2023-12-13 22:00:00
RUTA PCIAL. N° 43 -ACCESO NORTE,LAS HERAS,SANTA CRUZ,496.0,2023-12-13 22:00:00
AV.AGUIRRE 1815 ESQ. JAPON,SGO. DEL ESTERO,SANTIAGO DEL ESTERO,618.0,2023-12-13 22:00:00
P. A. de Sarmiento 821 Norte,SAN JUAN,SAN JUAN,625.0,2023-12-13 22:00:00
P. A. de Sarmiento 821 Norte,SAN JUAN,SAN JUAN,625.0,2023-12-13 22:00:00
AV. DR. LAMELAS 243,LASPIUR,CORDOBA,639.0,2023-12-13 22:00:00
Ruta Prov. 12 y Ruta Pro. 99,CAÑADON SECO,SANTA CRUZ,485.0,2023-12-13 22:00:00
RUTA 22 KM 1266,ARROYITOS,NEUQUEN,509.0,2023-12-13 22:00:00
RUTA 22 KM 1266,ARROYITOS,NEUQUEN,509.0,2023-12-13 22:00:00
senguel 6988,GONZALEZ CATAN,BUENOS AIRES,616.0,2023-12-13 22:00:00
RUTA 7 KM 696.5,VILLA MERCEDES,SAN LUIS,625.0,2023-12-13 22:00:00
Ruta Prov. 12 y Ruta Pro. 99,CAÑADON SECO,SANTA CRUZ,485.0,2023-12-13 22:00:00
PIEDRA BUENA 980,PUERTO SAN JULIAN,SANTA CRUZ,485.0,2023-12-13 22:00:00
AVENIDA MOSCONI 10,RINCON DE LOS SAUCES,NEUQUEN,509.0,2023-12-13 22:00:00
PIEDRA BUENA 980,PUERTO SAN JULIAN,SANTA CRUZ,485.0,2023-12-13 22:00:00
AVENIDA MOSCONI 10,RINCON DE LOS SAUCES,NEUQUEN,509.0,2023-12-13 22:00:00
AVDA.M.DE HOZ 301,MAR DEL PLATA,BUENOS AIRES,649.0,2023-12-13 22:00:00
RUTA 7 KM 696.5,VILLA MERCEDES,SAN LUIS,625.0,2023-12-13 22:00:00
circunvalacion esq capdevila 6000,CORDOBA,CORDOBA,639.0,2023-12-13 22:00:00
AVDA.M.DE HOZ 301,MAR DEL PLATA,BUENOS AIRES,649.0,2023-12-13 22:00:00
San Martin 590,CALETA OLIVIA,SANTA CRUZ,485.0,2023-12-13 22:00:00
av. eva peron 3750,MERLO,BUENOS AIRES,619.0,2023-12-13 22:00:00
AV DEL TRABAJO 2290 ESQ. AV DE LOS CONSTITUYENTES,PLOTTIER,NEUQUEN,509.0,2023-12-13 22:00:00
SANTA FE 2699,SAN JUSTO,SANTA FE,639.0,2023-12-13 22:00:00
Ruta Nacional Nª 38 km 587,VALLE VIEJO,CATAMARCA,618.0,2023-12-13 22:00:00
RUTA PROVINCIAL 92 Y RIVADAVIA,SAN JOSE DE LA ESQUINA,SANTA FE,639.0,2023-12-13 22:00:00
VELEZ SARFIELD 850,CAPITAL FEDERAL,CAPITAL FEDERAL,553.0,2023-12-13 22:00:00
VELEZ SARFIELD 850,CAPITAL FEDERAL,CAPITAL FEDERAL,553.0,2023-12-13 22:00:00
AUTOPISTA RUTA NAC. 38 KM 779,FAMAILLA,TUCUMAN,618.0,2023-12-13 22:00:00
PTE PERON Y ALBERDI 234,COLON,ENTRE RIOS,639.0,2023-12-13 22:00:00
AUTOPISTA RUTA NAC. 38 KM 779,FAMAILLA,TUCUMAN,618.0,2023-12-13 22:00:00
ARDOINO 634,RAMOS MEJIA,BUENOS AIRES,614.0,2023-12-13 22:00:00
ARDOINO 634,RAMOS MEJIA,BUENOS AIRES,614.0,2023-12-13 22:00:00
PTE PERON Y ALBERDI 234,COLON,ENTRE RIOS,639.0,2023-12-13 22:00:00
AV. FLORENCIO VARELA 710,EZPELETA,BUENOS AIRES,616.0,2023-12-13 22:00:00
AV. FLORENCIO VARELA 710,EZPELETA,BUENOS AIRES,616.0,2023-12-13 22:00:00
HIPOLITO YRIGOYEN 1730,TRELEW,CHUBUT,509.0,2023-12-13 22:00:00
SAN MARTIN 1380,COLON,ENTRE RIOS,639.0,2023-12-13 22:00:00
SAN MARTIN 1380,COLON,ENTRE RIOS,639.0,2023-12-13 22:00:00
HIPOLITO YRIGOYEN 1730,TRELEW,CHUBUT,509.0,2023-12-13 22:00:00
AV. MITRE 1749,QUILMES,BUENOS AIRES,616.0,2023-12-13 22:00:00
HIPOLITO IRIGOYEN Nº 10,SAN PEDRO,JUJUY,618.0,2023-12-13 22:00:00
RUTA 7 KM 54.8,GRAL. RODRIGUEZ,BUENOS AIRES,611.0,2023-12-13 22:00:00
RUTA NAC. 9 KM. 1784,TILCARA,JUJUY,618.0,2023-12-13 22:00:00
RUTA NAC. 9 KM. 1784,TILCARA,JUJUY,618.0,2023-12-13 22:00:00
RUTA NAC. 34 KM 1285 Y ACC. A YUTO,YUTO,JUJUY,618.0,2023-12-13 22:00:00
RUTA NAC. 34 KM 1285 Y ACC. A YUTO,YUTO,JUJUY,618.0,2023-12-13 22:00:00
RUTA 5 KM 451,TRENQUE LAUQUEN,BUENOS AIRES,649.0,2023-12-13 22:00:00
SAN MARTÍN 1002,CACHARI,BUENOS AIRES,649.0,2023-12-13 22:00:00
AGUSTIN GARZON 2717,CORDOBA,CORDOBA,639.0,2023-12-13 22:00:00
RUTA 5 KM 451,TRENQUE LAUQUEN,BUENOS AIRES,649.0,2023-12-13 22:00:00
RUTA 7 KM 54.8,GRAL. RODRIGUEZ,BUENOS AIRES,611.0,2023-12-13 22:00:00
Ruta Provincial 11 Manzana 78 Acceso Este A Isla Verde,MONTE MAIZ,CORDOBA,639.0,2023-12-13 22:00:00
HIPOLITO IRIGOYEN Nº 10,SAN PEDRO,JUJUY,618.0,2023-12-13 22:00:00
AV. MITRE 1749,QUILMES,BUENOS AIRES,616.0,2023-12-13 22:00:00
RUTA 7 KM 54.8,GRAL. RODRIGUEZ,BUENOS AIRES,611.0,2023-12-13 22:00:00
AGUSTIN GARZON 2717,CORDOBA,CORDOBA,639.0,2023-12-13 22:00:00
RUTA PANAM. Y ACC. DEBENEDETTI (HACIA PROVINCIA),OLIVOS,BUENOS AIRES,607.0,2023-12-13 22:00:00
RUTA PROVINCIAL 92 Y RIVADAVIA,SAN JOSE DE LA ESQUINA,SANTA FE,639.0,2023-12-13 22:00:00
Vieytes 24,BAHIA BLANCA,BUENOS AIRES,649.0,2023-12-13 22:00:00
MORENO 26,GUALEGUAY,ENTRE RIOS,639.0,2023-12-13 22:00:00
Colombres 1196,LOMAS DE ZAMORA,BUENOS AIRES,614.0,2023-12-13 22:00:00
Colombres 1196,LOMAS DE ZAMORA,BUENOS AIRES,614.0,2023-12-13 22:00:00
AV SARALEGUI 312,DUDIGNAC,BUENOS AIRES,649.0,2023-12-13 22:00:00
Autovia Ruta Nacional 14 KM 105.5,CONCEPCION DEL URUGUAY,ENTRE RIOS,639.0,2023-12-13 22:00:00
Autovia Ruta Nacional 14 KM 105.5,CONCEPCION DEL URUGUAY,ENTRE RIOS,639.0,2023-12-13 22:00:00
AVDA.URQUIZA 1530,VILLA ELISA,ENTRE RIOS,639.0,2023-12-13 22:00:00
RUTA 7 KM  1146,USPALLATA,MENDOZA,599.0,2023-12-13 22:00:00
AVDA.URQUIZA 1530,VILLA ELISA,ENTRE RIOS,639.0,2023-12-13 22:00:00
AV SARALEGUI 312,DUDIGNAC,BUENOS AIRES,649.0,2023-12-13 22:00:00
General Paz 225,CHOS MALAL,NEUQUEN,509.0,2023-12-13 22:00:00
sin calle km 1193,SAN PEDRO,JUJUY,618.0,2023-12-13 22:00:00
CNO GRAL BELGRANO Y MOSCONI,QUILMES,BUENOS AIRES,616.0,2023-12-13 22:00:00
Dr. Bto. de Miguel Nº 799,JUNIN,BUENOS AIRES,652.0,2023-12-13 22:00:00
Dr. Bto. de Miguel Nº 799,JUNIN,BUENOS AIRES,652.0,2023-12-13 22:00:00
CALLE 137 Y 38,LA PLATA,BUENOS AIRES,623.0,2023-12-13 22:00:00
CALLE 137 Y 38,LA PLATA,BUENOS AIRES,623.0,2023-12-13 22:00:00
